chrom	gene	start	end
1	ANP32E	150190717	150208504
1	C1QA	22962999	22966101
1	C1QC	22970123	22974603
1	HYI	43916824	43919660
1	C1QB	22979255	22988031
1	NFASC	204797779	204991950
1	UQCRH	46769303	46782448
1	EPHB2	23037332	23241818
1	NSUN4	46805849	46830824
1	RPS8	45240923	45244451
1	KCNQ4	41249684	41306124
1	FAAH	46859937	46879520
1	CA14	150229554	150237478
1	BEST4	45249257	45253377
1	DMBX1	46972668	46979898
1	PLK3	45265897	45271662
1	KNCN	47011316	47017199
1	PTPRF	43990858	44089343
1	CITED4	41326729	41328018
1	LACTBL1	23279536	23291831
1	C1orf234	23337327	23342343
1	CTPS1	41445007	41478235
1	APH1A	150237804	150241980
1	KDM1A	23345941	23410182
1	MKNK1	47023090	47082515
1	TCTEX1D4	45271585	45272957
1	BTBD19	45274154	45281257
1	CNTN2	205012325	205047627
1	PTCH2	45285516	45308735
1	SLFNL1	41481269	41488909
1	MOB3C	47073387	47082563
1	TMEM81	205052258	205053645
1	RBBP5	205055270	205091143
1	ATPAF1	47098409	47139539
1	SCMH1	41492872	41707826
1	C1orf54	150240600	150253327
1	EIF2B3	45316450	45452282
1	KDM4A	44115829	44171186
1	DSTYK	205111632	205180727
1	EFCAB14	47124366	47184824
1	TEX38	47134527	47139266
1	FOXO6	41827594	41849262
1	TMCC2	205197304	205242471
1	EDN2	41944446	41950344
1	CYP4B1	47223510	47285085
1	C1orf51	150254953	150259505
1	NUAK2	205271187	205290883
1	LUZP1	23410516	23504301
1	HIVEP3	41972036	42501596
1	HTR1D	23516993	23521222
1	KLHDC8A	205305220	205326218
1	MRPS21	150266289	150281414
1	HECTD3	45468212	45477001
1	HNRNPR	23630264	23670829
1	LEMD1	205350506	205425082
1	GUCA2B	42619092	42621495
1	CYP4A11	47394849	47407156
1	GUCA2A	42628362	42630389
1	FOXJ3	42642210	42801548
1	PRPF3	150293925	150325671
1	CDK18	205473723	205501921
1	CYP4X1	47427036	47516423
1	ZNF436	23685941	23695935
1	C1orf213	23695490	23698332
1	TCEA3	23707554	23751233
1	RIMKLA	42846466	42888249
1	CYP4Z1	47533160	47583991
1	ZMYND12	42896000	42921938
1	CYP4A22	47603107	47615413
1	UROD	45477819	45481247
1	PPCS	42921788	42939056
1	ST3GAL3	44171495	44396831
1	PDZK1IP1	47649265	47656716
1	TAL1	47681962	47697892
1	OR4F5	69091	70008
1	ASAP3	23755056	23811061
1	AL627309.1	134901	139379
1	OR4F29	367640	368634
1	OR4F16	621059	622053
1	AL669831.1	738532	739137
1	AL645608.2	818043	819983
1	SAMD11	860260	879955
1	CCDC30	42929001	43120335
1	MFSD4	205538013	205572046
1	STIL	47715811	47779819
1	ELK4	205577071	205601090
1	RPRD2	150335567	150449042
1	SLC45A3	205626979	205649587
1	NUCKS1	205681947	205719404
1	PPIH	43124096	43142429
1	CMPK1	47799469	47844511
1	AC119673.1	205682497	205684153
1	RAB7L1	205737114	205744588
1	FOXE3	47881744	47883723
1	FOXD2	47901689	47906363
1	TRABD2B	48226200	48462567
1	FLJ00388	48226979	48227290
1	AL109659.1	48569306	48569878
1	YBX1	43148098	43168020
1	AL645608.1	861264	866445
1	SLC5A9	48688357	48714316
1	SLC41A1	205758221	205782876
1	NOC2L	879584	894689
1	ZSWIM5	45482071	45771881
1	HPDL	45792545	45794347
1	TARS2	150459887	150480078
1	PM20D1	205797150	205819260
1	KLHL17	895967	901095
1	E2F2	23832922	23857712
1	ID3	23884409	23886285
1	SPATA6	48761044	48937845
1	MDS2	23907985	23967058
1	PLEKHN1	901877	911245
1	SLC26A9	205882176	205912588
1	RPL11	24018269	24022915
1	CLDN19	43198764	43205925
1	C1orf170	910579	917497
1	AGBL4	48998527	50489585
1	FAM72A	206136916	206155151
1	BEND5	49193195	49242641
1	LEPRE1	43212006	43232755
1	AVPR1B	206223976	206231639
1	HES4	934342	935552
1	C1orf186	206238872	206288647
1	ISG15	948803	949920
1	AL645730.2	50459990	50461874
1	CTSE	206317459	206332104
1	ARTN	44398992	44402913
1	AGRN	955503	991496
1	MUTYH	45794835	45806142
1	ELAVL4	50513686	50669458
1	TCEB3	24069645	24088549
1	ECM1	150480538	150486265
1	SRGAP2	206516200	206637783
1	IPO13	44412611	44433694
1	PITHD1	24104895	24114722
1	DMRTA2	50883222	50889172
1	LYPLA2	24117460	24122029
1	FAF1	50905150	51425935
1	IKBKE	206643791	206670223
1	DPH2	44435672	44439041
1	C1orf147	206664449	206671061
1	CDKN2C	51426417	51440305
1	RNF223	1006346	1009687
1	RASSF5	206680879	206762616
1	C1orf185	51567906	51613752
1	RNF11	51701943	51739127
1	C1orf159	1017198	1051741
1	EIF2D	206744620	206785904
1	ATP6V0B	44440159	44443967
1	ADAMTSL4	150521884	150533413
1	TTC39A	51752930	51810788
1	DYRK3	206808881	206857764
1	GALE	24122089	24127271
1	B4GALT2	44444615	44456840
1	MAPKAPK2	206858289	206907628
1	IL10	206940947	206945839
1	AL356356.1	150521897	150524367
1	IL19	206972215	207016324
1	ADAMTSL4-AS1	150533480	150533969
1	TOE1	45805342	45809647
1	MCL1	150547032	150552066
1	IL20	207038699	207042568
1	TTLL10	1109264	1133315
1	EPS15	51819935	51985000
1	IL24	207070788	207077484
1	HMGCL	24128375	24165110
1	TESK2	45809555	45956872
1	FAIM3	207077731	207096592
1	FUCA1	24171567	24194784
1	ENSA	150573327	150602088
1	PIGR	207101863	207119811
1	CNR2	24197016	24285549
1	PNRC2	24285599	24289952
1	FCAMR	207131310	207143970
1	TNFRSF18	1138888	1142071
1	C1orf116	207191866	207206101
1	TNFRSF4	1146706	1149518
1	YOD1	207217194	207226325
1	SRSF10	24291294	24307417
1	SDF4	1152288	1167411
1	GOLPH3L	150618701	150669630
1	PFKFB2	207222801	207254369
1	C4BPB	207262187	207273338
1	HORMAD1	150670536	150693364
1	B3GALT6	1167629	1170421
1	FAM132A	1177826	1182102
1	C4BPA	207277607	207318317
1	OSBPL9	52042851	52254889
1	UBE2J2	1189289	1209265
1	MYOM3	24382525	24438665
1	CD55	207494853	207534311
1	CTSS	150702672	150738433
1	CR2	207627575	207663240
1	IL22RA1	24446261	24469611
1	CTSK	150768684	150780799
1	IFNLR1	24480647	24514449
1	SCNN1D	1215816	1227409
1	GRHL3	24645812	24690972
1	CR1	207669492	207813992
1	ACAP3	1227756	1244989
1	CR1L	207818458	207911761
1	NRD1	52254863	52344477
1	STPG1	24683489	24743424
1	ARNT	150782181	150849244
1	NIPAL3	24742284	24799466
1	CD46	207925402	207968858
1	PUSL1	1243947	1247057
1	RAB3B	52373628	52456436
1	RCAN3	24829387	24867530
1	TXNDC12	52485803	52521843
1	NCMAP	24882602	24935819
1	KTI12	52497775	52499488
1	SRRM1	24958207	24999758
1	BTF3L4	52521797	52556388
1	CD34	208057594	208084747
1	ZFYVE9	52608046	52812358
1	SETDB1	150898739	150937213
1	CPSF3L	1246965	1260071
1	PLXNA2	208195587	208417665
1	CC2D1B	52811395	52831865
1	CLIC4	25071848	25170815
1	CAMK1G	209757062	209787283
1	ORC1	52838501	52870131
1	CERS2	150933059	150947479
1	LAMB3	209788215	209825811
1	PRPF38A	52870236	52886511
1	G0S2	209848765	209849733
1	HSD11B1	209859510	209908295
1	TRAF3IP3	209929377	209955668
1	ANXA9	150954493	150968110
1	ZCCHC11	52873954	53019159
1	C1orf74	209955661	209957904
1	IRF6	209959036	209979465
1	FAM63A	150969025	150980851
1	DIEXF	210001352	210030910
1	GLTPD1	1260136	1264277
1	GPX7	53068044	53074723
1	SYT14	210111538	210337636
1	FAM159A	53099016	53135355
1	COA7	53152508	53164038
1	TAS1R3	1266694	1270686
1	ZYG11B	53192126	53293014
1	DVL1	1270656	1284730
1	SERTAD4	210406144	210419976
1	ZYG11A	53308183	53360670
1	HHAT	210501596	210849638
1	PRUNE	150980896	151008189
1	ECHDC2	53361656	53392884
1	RUNX3	25226002	25291612
1	KCNH1	210856555	211307457
1	SYF2	25549170	25558993
1	RCOR3	211431719	211489727
1	MXRA8	1288069	1297157
1	SCP2	53392901	53517375
1	BNIPL	151009046	151020076
1	TRAF5	211499957	211548288
1	AURKAIP1	1309110	1310875
1	RD3	211649864	211666259
1	SLC30A1	211744910	211752084
1	C1orf56	151020216	151024462
1	NEK2	211836114	211848960
1	PODN	53527854	53551174
1	CDC42SE1	151023447	151042801
1	LPGAT1	211916799	212004114
1	SLC1A7	53552855	53608289
1	MLLT11	151030234	151040970
1	CPT2	53662101	53679869
1	C1orf123	53679771	53686289
1	INTS7	212113741	212208884
1	GABPB2	151043054	151098018
1	CCNL2	1321091	1334708
1	MAGOH	53692564	53704282
1	C1orf63	25568728	25664704
1	LRP8	53711217	53793742
1	SEMA6C	151104161	151119104
1	DTL	212208919	212280742
1	RP4-758J18.2	1334902	1337426
1	DMRTB1	53925072	53933161
1	PPP2R5A	212458879	212535200
1	RHD	25598884	25656936
1	MRPL20	1337288	1342693
1	GLIS1	53971910	54199877
1	TMEM206	212537273	212588243
1	ANKRD65	1353800	1357149
1	TNFAIP8L2	151129105	151132225
1	NENF	212606229	212619714
1	NDC1	54231133	54304533
1	SCNM1	151129140	151142773
1	ATF3	212738676	212794119
1	TMEM88B	1361508	1363167
1	VWA1	1370241	1378262
1	FAM71A	212797789	212800120
1	BATF3	212859760	212873327
1	ATAD3C	1385069	1405538
1	LYSMD1	151132224	151138424
1	ATAD3B	1407143	1433228
1	NSL1	212899495	212965124
1	TMOD4	151142462	151148760
1	TATDN3	212965170	212989968
1	YIPF1	54317392	54356407
1	VPS72	151142463	151167797
1	DIO1	54356912	54376759
1	C1orf227	213003483	213020991
1	FLVCR1	213031597	213072705
1	HSPB11	54382247	54411602
1	TMEM50A	25664408	25688852
1	VASH2	213123862	213165379
1	ATAD3A	1447531	1470067
1	PIP5K1A	151170425	151222012
1	LRRC42	54411750	54433841
1	ANGEL2	213165524	213189168
1	LDLRAD1	54474412	54483856
1	TMEM240	1470554	1475833
1	SSU72	1477053	1510249
1	TMEM59	54497347	54519177
1	AL645728.1	1510355	1511373
1	C1orf233	1533392	1535476
1	RPS6KC1	213224589	213448116
1	PSMD4	151227179	151239955
1	TCEANC2	54519260	54578192
1	PROX1	214156524	214214595
1	RHCE	25688740	25756683
1	AL161915.1	54569968	54571750
1	CDCP2	54598747	54619443
1	RP11-446E24.4	54606897	54665746
1	AL357673.1	54635333	54637997
1	SMYD2	214454445	214510474
1	CYB5RL	54638009	54665709
1	RP11-126K1.2	151252500	151254405
1	ZNF687	151254094	151264656
1	MRPL37	54649714	54691137
1	MIB2	1550795	1565990
1	SSBP3	54691105	54879152
1	PTPN14	214522039	214725792
1	PI4KB	151264273	151300191
1	CENPF	214776538	214837931
1	SSBP3-AS1	54703710	54704736
1	ACOT11	55007930	55104865
1	TMEM57	25757388	25826700
1	LDLRAP1	25870071	25895377
1	KCNK2	215179118	215410436
1	FAM151A	55074855	55089229
1	KCTD3	215740735	215795149
1	MROH7	55107463	55175939
1	RFX5	151313116	151319833
1	USH2A	215796236	216596738
1	MAN1C1	25943959	26112698
1	MROH7-TTC4	55107459	55207981
1	TTC4	55181495	55208330
1	MMP23B	1567474	1570639
1	PARS2	55222571	55230187
1	TTC22	55245385	55266940
1	ESRRG	216676588	217311097
1	SEPN1	26126667	26144713
1	C1orf177	55271736	55307925
1	DHCR24	55315306	55352891
1	RP1-317E23.6	26137961	26150235
1	MTFR1L	26145131	26159432
1	TMEM61	55446465	55457966
1	GPATCH2	217600334	217804424
1	BSND	55464606	55476556
1	PCSK9	55505221	55530525
1	CDK11B	1570603	1590473
1	SELENBP1	151336778	151345209
1	SPATA17	217804666	218045038
1	RRP15	218458629	218511325
1	TGFB2	218519577	218617961
1	USP24	55532032	55680786
1	C1orf143	218683438	218699320
1	LYPLAL1	219347186	219386207
1	SLC30A10	219858769	220131989
1	AL020996.1	26145212	26147288
1	PPAP2B	56960419	57110974
1	AUNIP	26158414	26185903
1	PAQR7	26187701	26197744
1	PRKAA2	57110995	57181008
1	STMN1	26210672	26233482
1	EPRS	220141943	220220000
1	PSMB4	151372010	151374420
1	SLC35E2B	1592939	1624167
1	C1orf168	57184477	57285369
1	PAFAH2	26286258	26324648
1	C8A	57320479	57383894
1	C8B	57394883	57431813
1	EXTL1	26346375	26362955
1	CDK11A	1634169	1655766
1	BPNT1	220230824	220263804
1	DAB1	57460451	59012406
1	IARS2	220267444	220321380
1	SLC30A2	26363743	26372624
1	OMA1	58881056	59012474
1	TRIM63	26377795	26394927
1	TACSTD2	59041099	59043166
1	PDIK1L	26437664	26452034
1	FAM110D	26485511	26489119
1	MYSM1	59120411	59165764
1	ZNF593	26496362	26498551
1	RAB3GAP2	220321635	220445796
1	JUN	59246465	59249785
1	POGZ	151375200	151431941
1	CNKSR1	26503894	26516377
1	FGGY	59762310	60233347
1	HOOK1	60280458	60342050
1	AC096644.1	220603286	220608023
1	MARK1	220701568	220837803
1	SLC35E2	1656277	1677431
1	CYP2J2	60358980	60392462
1	C1orf115	220863187	220872499
1	MARC2	220921567	220958150
1	CGN	151482986	151511168
1	MARC1	220960101	220987735
1	C1orf87	60452941	60539442
1	HLX	221051699	221058401
1	DUSP10	221874766	221915518
1	HHIPL2	222695602	222721445
1	NFIA	61330931	61928465
1	TAF1A	222731244	222763275
1	TUFT1	151512781	151556059
1	TM2D1	62146718	62191095
1	CATSPER4	26517052	26529459
1	CEP85	26560691	26605299
1	MIA3	222791428	222841354
1	SH3BGRL3	26605667	26608007
1	INADL	62208149	62629592
1	SNX27	151584541	151671567
1	UBXN11	26607819	26644854
1	NADK	1682671	1711896
1	AIDA	222841355	222886552
1	CELF3	151674880	151689290
1	BROX	222885895	222908538
1	L1TD1	62660503	62678000
1	GNB1	1716729	1822495
1	KANK4	62702651	62785085
1	FAM177B	222910549	222924147
1	CALML6	1846266	1848735
1	DISP1	222988406	223179337
1	TMEM52	1849029	1850712
1	USP1	62901968	62917475
1	TLR5	223282748	223316624
1	C1orf222	1853396	1935276
1	RIIAD1	151682909	151702281
1	AL589765.1	151682909	151702070
1	SUSD4	223394161	223537544
1	GABRD	1950780	1962192
1	CD52	26644448	26647014
1	MRPL9	151732119	151736040
1	AIM1L	26648350	26680621
1	C1orf65	223566715	223568812
1	CAPN8	223711349	223853436
1	DOCK7	62920399	63153969
1	PRKCZ	1981909	2116834
1	ZNF683	26688125	26701013
1	OAZ3	151735445	151743808
1	LIN28A	26737269	26756213
1	CAPN2	223889295	223963720
1	DHDDS	26758773	26797785
1	TP53BP2	223967601	224033674
1	TDRKH	151742583	151763892
1	ANGPTL3	63063158	63071830
1	AL138847.1	63073437	63075249
1	ATG4C	63249806	63331184
1	AC138393.1	224215760	224216371
1	FBXO28	224301789	224349749
1	C1orf86	2115903	2144159
1	DEGS1	224363458	224381143
1	FOXD3	63788730	63790797
1	ALG6	63833261	63904233
1	HMGN2	26798941	26802463
1	LINGO4	151772740	151778630
1	AL590822.2	2121237	2123179
1	AL590822.1	2143360	2145620
1	SKI	2160134	2241558
1	NVL	224415036	224518089
1	ITGB3BP	63906441	64059392
1	RORC	151778547	151804348
1	MORN1	2252692	2323146
1	RPS6KA1	26856252	26901521
1	EFCAB7	63989043	64038364
1	C2CD4D	151810295	151813033
1	THEM5	151819739	151826173
1	AL589739.1	2258581	2259042
1	DLEU2L	64014588	64015405
1	CNIH4	224544552	224567161
1	THEM4	151846060	151882284
1	RER1	2323267	2336883
1	PGM1	64058947	64125916
1	S100A10	151955391	151966866
1	S100A11	152004982	152020383
1	TCHHL1	152056620	152061540
1	WDR26	224572845	224624735
1	TCHH	152078793	152086556
1	ROR1	64239693	64647181
1	RPTN	152126071	152131704
1	PEX10	2336236	2345236
1	HRNR	152184558	152196669
1	UBE2U	64669310	64733051
1	FLG	152274651	152297679
1	FLG2	152321211	152332482
1	CACHD1	64936428	65158741
1	CRNN	152381719	152386739
1	LCE5A	152483320	152484653
1	CNIH3	224622362	224928251
1	CRCT1	152486978	152488486
1	LCE3E	152538130	152539248
1	LCE3D	152551857	152552980
1	LCE3C	152573138	152573562
1	PLCH2	2357419	2436969
1	LCE3B	152586287	152586574
1	LCE3A	152595310	152595579
1	LCE2D	152635872	152637135
1	RAVER2	65210778	65298915
1	LCE2B	152647771	152659877
1	LCE2C	152647771	152649050
1	LCE2A	152670840	152671918
1	LCE4A	152680636	152681967
1	C1orf68	152691998	152692905
1	ARID1A	27022524	27108595
1	JAK1	65298912	65432187
1	KPRP	152730506	152734529
1	LCE1F	152748848	152749445
1	LCE1E	152758690	152760902
1	LCE1D	152769227	152770657
1	LCE1C	152777311	152779107
1	LCE1B	152784447	152785585
1	LCE1A	152799949	152800573
1	DNAH14	225083964	225586996
1	LCE6A	152815344	152816459
1	SMCP	152850793	152857523
1	AK4	65613232	65697828
1	IVL	152881021	152884362
1	SPRR4	152943142	152945050
1	SPRR1A	152956557	152958289
1	SPRR3	152974223	152976332
1	DNAJC6	65713902	65881552
1	SPRR1B	153003678	153005376
1	SPRR2D	153012201	153014407
1	SPRR2A	153028589	153030013
1	LBR	225589204	225616627
1	SPRR2B	153042700	153113927
1	SPRR2E	153065611	153078660
1	PANK4	2439972	2458039
1	SPRR2F	153084590	153085991
1	AC092811.1	225600404	225602040
1	SPRR2G	153122058	153123345
1	LELP1	153175919	153177596
1	PIGV	27113963	27124889
1	PRR9	153190060	153191793
1	ENAH	225674537	225840844
1	LOR	153232176	153234598
1	LEPR	65886248	66107242
1	ZDHHC18	27153201	27184093
1	PGLYRP3	153270338	153283194
1	HES5	2460184	2461684
1	PGLYRP4	153302596	153321316
1	TNFRSF14	2487078	2496821
1	SRP9	225965531	225978168
1	LEPROT	65886270	65901690
1	EPHX1	225997794	226033260
1	S100A9	153330330	153333503
1	S100A12	153346184	153348125
1	S100A8	153362508	153363664
1	TMEM63A	226033237	226070069
1	S100A7A	153389000	153395701
1	SFN	27189633	27190947
1	PDE4B	66258197	66840259
1	GPN2	27202624	27216788
1	S100A7L2	153409534	153412425
1	S100A7	153430220	153433177
1	GPATCH3	27216979	27226957
1	S100A6	153507075	153508720
1	S100A5	153509623	153514241
1	NUDC	27226729	27273353
1	LEFTY1	226073982	226099082
1	RP4-559A3.7	226074396	226111978
1	S100A4	153516089	153522612
1	PYCR2	226107578	226111978
1	S100A3	153519805	153521848
1	NR0B2	27237980	27240457
1	C1orf172	27276053	27286897
1	TRNP1	27320198	27327389
1	LEFTY2	226124298	226129189
1	S100A2	153533584	153540366
1	FAM213B	2517930	2522908
1	FAM46B	27331511	27339327
1	SGIP1	66999066	67213982
1	SDE2	226170403	226187032
1	SLC9A1	27425306	27493472
1	S100A16	153579362	153585621
1	H3F3A	226249552	226259702
1	S100A14	153586731	153589462
1	MMEL1	2522078	2564481
1	ACBD3	226332380	226374431
1	AL139147.1	67131547	67142710
1	TCTEX1D1	67218142	67244470
1	S100A13	153591263	153606568
1	MIXL1	226411319	226414755
1	INSL5	67263424	67266939
1	S100A1	153600402	153604513
1	LIN9	226418850	226497570
1	WDR78	67278568	67390570
1	CHTOP	153606525	153618782
1	PARP1	226548392	226595780
1	WDTC1	27561007	27635110
1	TTC34	2567415	2718286
1	SNAPIN	153631130	153634306
1	ACTRT2	2938046	2939465
1	C1orf95	226736501	226796915
1	PRDM16	2985732	3355185
1	ITPKB	226819391	226927024
1	ILF2	153634512	153643524
1	TMEM222	27648651	27662891
1	PSEN2	227057885	227083806
1	MIER1	67390578	67454302
1	ADCK3	227085237	227175246
1	SYTL1	27668513	27680421
1	ARHGEF16	3370990	3397677
1	SLC35D1	67465015	67519782
1	NPR1	153651113	153666468
1	MEGF6	3406484	3528059
1	C1orf141	67557848	67697536
1	IL23R	67632083	67725662
1	MAP3K6	27681675	27693383
1	TPRG1L	3541566	3546691
1	WRAP73	3547331	3569325
1	FCN3	27695603	27701315
1	IL12RB2	67773047	67862583
1	INTS3	153700543	153746555
1	CD164L2	27705666	27709870
1	CDC42BPA	227177566	227506175
1	GPR3	27719148	27722318
1	WASF2	27730730	27816669
1	SERBP1	67873493	67896098
1	GADD45A	68150744	68154021
1	GNG12	68167149	68299150
1	DIRAS3	68511645	68517314
1	ZNF678	227751244	227865144
1	AHDC1	27860546	27930942
1	SNAP47	227916240	227968927
1	SLC27A3	153746830	153752633
1	TP73	3569084	3652765
1	JMJD4	227918126	227923112
1	FGR	27938575	27961788
1	WLS	68564142	68698803
1	PRSS38	228003394	228034171
1	WNT9A	228106357	228135599
1	GATAD2B	153777201	153895451
1	WNT3A	228194752	228248961
1	ARF1	228270361	228286912
1	IFI6	27992572	27998729
1	RPE65	68894505	68915642
1	DENND4B	153901977	153919172
1	C1orf35	228288427	228293112
1	DEPDC1	68939835	68962904
1	CCDC27	3668962	3688209
1	FAM76A	28052490	28089633
1	CRTC2	153920145	153931101
1	MRPL55	228294380	228297013
1	LRRC7	70034081	70617628
1	SMIM1	3689352	3692546
1	LRRC47	3696784	3713068
1	CEP104	3728645	3773778
1	LRRC40	70610488	70671303
1	STX12	28099694	28150963
1	SRSF11	70671365	70718735
1	GUK1	228327663	228336685
1	SLC39A1	153931575	153940188
1	PPP1R8	28157289	28178187
1	DFFB	3773845	3801993
1	ANKRD13C	70726271	70820417
1	AL109927.1	28177085	28177255
1	HHLA3	70820488	70851022
1	THEMIS2	28199055	28213196
1	GJC2	228337553	228347527
1	IBA57-AS1	228351787	228353213
1	IBA57	228353516	228369958
1	C1orf145	228391207	228401365
1	CTH	70876901	70905534
1	PTGER3	71318036	71513491
1	CREB3L4	153940010	153946839
1	ZRANB2	71528974	71546980
1	NEGR1	71861623	72748417
1	C1orf174	3805689	3816857
1	RPA2	28218035	28241257
1	AJAP1	4714792	4852594
1	LRRIQ3	74491699	74663871
1	OBSCN	228395831	228566577
1	SMPDL3B	28261504	28285668
1	NPHP4	5922871	6052533
1	JTB	153946745	153950164
1	FPGT	74663896	74699770
1	FPGT-TNNI3K	74663919	75009666
1	RAB13	153954127	153958834
1	TNNI3K	74663947	75010112
1	TRIM11	228581374	228594541
1	TRIM17	228595641	228604562
1	LRRC53	74935562	74978298
1	C1orf173	75033795	75139422
1	XKR8	28285973	28294607
1	HIST3H3	228612546	228613026
1	HIST3H2A	228645065	228645560
1	HIST3H2BB	228645808	228646259
1	RNF187	228674762	228683467
1	RPS27	153963235	153964626
1	RHOU	228870824	228882416
1	TMEM78	229385383	229387557
1	CRYZ	75171170	75199092
1	RAB4A	229406822	229441641
1	EYA3	28296855	28415207
1	SPHAR	229440129	229441248
1	CCSAP	229456758	229479041
1	TYW3	75198836	75232362
1	ACTA1	229566992	229569845
1	PTAFR	28473677	28520447
1	LHX8	75594119	75627218
1	DNAJC8	28525967	28559536
1	NUP210L	153965161	154127592
1	KCNAB2	6051526	6161253
1	NUP133	229577045	229644103
1	SLC44A5	75667816	76076801
1	AL353354.1	28527013	28527152
1	AL353354.2	28527070	28527419
1	ATPIF1	28562620	28573417
1	ABCB10	229652329	229694442
1	SESN2	28586038	28609002
1	TAF5L	229728858	229761794
1	URB2	229761981	229795946
1	MED18	28655513	28662476
1	ACADM	76190036	76253260
1	PHACTR4	28696114	28826881
1	GALNT2	230193536	230417870
1	AL035406.1	6100630	6101399
1	PGBD5	230457392	230561475
1	COG2	230778235	230829728
1	CHD5	6161853	6240183
1	RABGGTB	76251879	76260764
1	AGT	230838269	230850043
1	CAPN9	230883130	230937749
1	C1orf198	230972865	231005335
1	MSH4	76262567	76378923
1	TPM3	154127784	154167124
1	ASB17	76384558	76398116
1	ST6GALNAC3	76540404	77100286
1	ST6GALNAC5	77333126	77531396
1	TTC13	231041989	231114621
1	PIGK	77554675	77685115
1	AK5	77747736	78025651
1	RCC1	28832455	28865812
1	ARV1	231114727	231136341
1	FAM89A	231154704	231175992
1	C1orf189	154171848	154178809
1	TRIM67	231297858	231357302
1	ZZZ3	78028101	78149104
1	RPL22	6241329	6269449
1	TRNAU1AP	28879597	28905051
1	C1orf131	231359509	231376933
1	RNF207	6265535	6281359
1	TAF12	28915835	28969597
1	RAB42	28918712	28921955
